GENE1,GENE2,SCORE,HPRD,Pvalue
F5,CSF1R,1.423454226,2,0.059259
C7,SELE,1.423441966,2,0.019587
PTPRC,NCSTN,1.423340454,2,0.020993
TGFB1,NTRK1,1.423336185,2,0.044362
PTK7,ROS1,1.423309987,2,0.042549
SEMA6C,NOTCH4,1.423256455,2,0.049503
FXYD5,NRP1,1.423256136,2,0.077523697
EDN3,NTRK3,1.423211357,2,0.13200081
DLG5,TGFBR2,1.423116,2,0.170569167
FLII,DGCR2,1.423084692,2,0.06497
LAMA4,GCGR,1.423056248,2,0.111195748
COL2A1,ITGA2,1.423034949,2,0.027019
LCK,IFNAR2,1.423032161,2,0.012629
ROM1,ITGB3,1.422985169,2,0.073722165
IL10,TNFRSF7,1.42296873,2,0.182473896
EIF2AK3,TLR3,1.422940148,2,0.112307982
DLG5,PTPRM,1.422939778,2,0.202599
FRZB,PTPRD,1.42291145,2,0.011162
INHBA,PRLR,1.422891014,2,0.135644486
WNT11,CELSR1,1.422888038,2,0.165869
PLD2,ERBB4,1.422818689,2,0.077483144
TFAM,NOTCH2,1.422807604,2,0.086922
NET1,EGFR,1.422725447,2,0.019691
EPHB4,EPHA3,1.422716433,2,0.1773994
COL4A3,PTPRF,1.422678271,2,0.012832
SLCO3A1,EGFR,1.422638251,2,0.163867
PLAUR,ITGBL1,1.422574033,2,0.106905
PCOLCE,KIT,1.422572967,2,0.026244
DGCR2,TNFRSF7,1.422515612,2,0.040666
TNF,IFNAR2,1.422479275,2,0.059867
ADAM15,PTPRE,1.422467023,2,0.041678
ADORA1,CLEC4M,1.422393622,2,0.024211
GNA11,EDNRA,1.422385195,1,0.018078
CD8A,ITGB1,1.42238265,2,0.080086517
MSTP9,CSF2RB,1.422338235,2,0.018624
ANK1,MUSK,1.422259493,2,0.03471384
PTN,ERBB2,1.422255044,2,0.023326956
TIMP1,SDC1,1.422203392,2,0.210621
STAT1,TNFRSF17,1.422185848,2,0.049029
PLAT,ATP6AP2,1.422178423,2,0.139661
ROCK1,UNC5B,1.422170302,2,0.058082
MAP2K5,PTPRA,1.422122535,2,0.011415
IL8,SSTR2,1.422112218,2,0.066175
LAMA2,NRXN3,1.422101834,2,0.086447
PTPRC,FAS,1.422078679,2,0.008048
IGSF4,PTPRF,1.422066508,2,0.097579008
PTGS2,NOTCH1,1.422041937,2,0.043608
USP13,EGFR,1.421936817,2,0.01015
PF4,CD40,1.421931361,2,0.067501694
CNTNAP2,CD47,1.421910885,2,0.013432
SOCS2,BMPR2,1.421875517,2,0.032049
OSBP,FGFR3,1.421867568,2,0.069777
CCL4,NOTCH1,1.421840861,2,0.01306
RAPGEF1,PTPRF,1.421806789,2,0.101233711
PLAT,LTBR,1.421726134,2,0.257697634
TNFRSF7,ITGA4,1.4216795,2,0.061803
ABCD3,ITGBL1,1.421640002,2,0.110059
OSBP,ERBB3,1.42160782,2,0.07858
FCGRT,SELP,1.421570534,2,0.202051867
MATK,IL12RB1,1.421554025,2,0.00748
ITGAV,LRP1,1.421531227,2,0.195164
FN1,EPHB4,1.421530421,2,0.046254
TLR7,TLR5,1.421525656,2,0.11288299
C10orf68,EMR1,1.421522859,2,0.046525
IL13,CCR1,1.421510317,2,0.043286
TYRO3,TIE1,1.421483286,2,0.060896381
POMT1,ERBB4,1.421474954,2,0.053457
WNT11,EPHB4,1.421467415,2,0.143286
LIPC,LDLR,1.421449409,2,0.07234
SFRP1,LRP1,1.421446671,2,0.094564504
MST1R,ERBB4,1.421407532,2,0.082605635
LTBP1,BMPR1A,1.42134021,2,0.009487544
TLE1,NPR1,1.421213371,2,0.106372795
LTK,EPHA4,1.421203563,2,0.035441563
CCL20,CXCR3,1.421049049,2,0.013293
ICAM2,TNFRSF7,1.421046455,2,0.053745
GAB2,RYK,1.421030491,2,0.009169
PROS1,ATP6AP2,1.421013418,2,0.113468
SRC,ROS1,1.421003164,2,0.050776503
BST2,CD40,1.421001182,2,0.036874485
GALR3,GALR1,1.420967856,2,0.070116
PPAP2A,CD44,1.420858281,2,0.085941114
MLL,GABBR1,1.420856908,2,0.028585
CD79A,IL6R,1.420805728,2,0.013381
PTPN6,EPHB6,1.420794176,2,0.089146
HLA-DMA,CSF2RB,1.420717946,2,0.185532721
C19orf27,CD44,1.420691583,2,0.12461825
CD86,CSF2RB,1.420682116,2,0.215406949
DMPK,TGFBR1,1.420671801,2,0.024769
IRF8,GPR18,1.420623862,2,0.008782
NCF4,IL18R1,1.420611185,2,0.149902685
ARHGEF18,KIT,1.420601599,2,0.029861
BATF,IL8RA,1.42060034,2,0.159027494
IL9,IL8RA,1.420599872,2,0.128773205
GRK6,ADRB2,1.420595229,1,0.030564
DDR1,ITGA9,1.420590116,2,0.011661
MDK,CNTFR,1.420562363,2,0.096842
ANK2,TGFBR2,1.420562253,2,0.010209
CXCL3,IL7R,1.42054338,2,0.198029047
DLG4,CCKBR,1.420529654,2,0.155665
MATN1,CALCR,1.420522949,2,0.101229
ENTPD1,ITGB2,1.42048655,2,0.023003383
NFKB1,NOTCH3,1.42043514,2,0.142062
MCP,CD40,1.420427567,2,0.037467
WIF1,UNC5B,1.420421801,2,0.141191
NPR1,ACVRL1,1.420417311,2,0.005912
LRP5,TGFBR3,1.420414917,2,0.05259
SGK3,ACVR1,1.420304076,2,0.049196757
LAMA4,LILRB5,1.420301143,2,0.033982
TBXAS1,LILRB1,1.420290917,2,0.027052
LAMA5,CASR,1.420268877,2,0.019747456
PRKCZ,PTPRF,1.420268006,2,0.010241
NRP1,NRP2,1.420263171,2,0.016109
ELN,NPR1,1.420240843,2,0.02656
CCL4,TNFRSF17,1.420239956,2,0.098491544
CCL22,CMKLR1,1.420220901,2,0.047403
COL3A1,NEO1,1.420212628,2,0.010347
CSF1,FLT1,1.420206201,2,0.117587965
F3,TREM2,1.42019933,2,0.08385
FBLN2,ITGA9,1.420184877,2,0.025069
RYK,LTK,1.420172754,2,0.018477
F2R,PTPRS,1.420138507,2,0.047311
IGFBP2,FGFR3,1.420126254,2,0.05229
PCDH1,ERBB2,1.420113316,2,0.023599
CXCL10,CD97,1.420094958,2,0.090433209
TYROBP,IFNGR1,1.420074727,2,0.066164
NGFR,TNFRSF11B,1.420039779,2,0.057455
UBD,CCR5,1.420007252,2,0.044641
MAPKAPK3,TNFRSF10B,1.419978586,2,0.09483858
LYK5,TGFBR2,1.419908708,2,0.033583875
CRLF1,IL1R1,1.419880993,2,0.002998674
SLCO1A2,B7,1.419816232,2,0.010831
FGR,IL2RB,1.419746077,2,0.126199923
RBP1,LRP2,1.419724677,1,0.007666
CXCR3,KLRC3,1.419680734,2,0.138217099
IL2RG,IL12RB1,1.419592548,2,0.029862
CXCL2,IL1RL1,1.419578048,2,0.099810715
USP5,AXL,1.419571866,2,0.014731
NTRK3,LDLR,1.41951246,2,0.005836
LTBP1,DGCR2,1.419488468,2,0.100305968
FGD1,NTRK2,1.419486312,2,0.043487
IFNA2,PRLR,1.419441134,2,0.081589634
COL17A1,ENG,1.419436796,2,0.093841704
PTPRT,ROR2,1.419434439,2,0.191374061
CXCL1,IFNAR2,1.419428516,2,0.148390484
DVL3,FGFR1,1.419416194,2,0.009234
BTK,DDR2,1.419379917,2,0.209321
CLSTN1,MC1R,1.419273931,2,0.147913
MET,ROS1,1.419273199,2,0.058793
ROR1,FGFR4,1.419247007,2,0.005008
TLR6,KLRC4,1.419207284,2,0.063476
LGALS3BP,NOTCH2,1.419177053,2,0.022153
ITGB4,ITGA11,1.4191584,2,0.097317066
BCR,ERBB4,1.41912684,2,0.158556
KLRC4,TLR1,1.419115419,2,0.008365
THBS1,NTRK3,1.419104117,2,0.013221
FBLN1,CD44,1.419087974,2,0.02705
CXCL9,CSF2RB,1.419056209,2,0.096264043
ADAM10,PTPRG,1.418986065,2,0.0000866
CDH5,TGFBR1,1.418960174,2,0.042348
PTPRC,GPR65,1.418930138,2,0.033164
ARHGEF11,FGFR1,1.418926095,2,0.022063
RP13-297E16.1,IFNGR1,1.418923697,2,0.114885137
EFNB1,NGFR,1.418913511,2,0.164920989
ADAM15,ITGA6,1.418854323,2,0.016748
ALK,ROS1,1.418848989,2,0.008512155
CHEK1,TNFRSF21,1.418789388,2,0.056258
APOL3,IGF2R,1.418754836,2,0.020306
TNFRSF14,IL15RA,1.418740495,2,0.044989
COL18A1,LRP1,1.418677763,2,0.028758
MAP3K10,IGF1R,1.418668445,2,0.064025612
MCF2L,FLT1,1.418664359,2,0.117259
FN1,ITGA10,1.418631432,2,0.03007
VEGF,EGFR,1.418624933,2,0.042576567
ACVR1,DDR2,1.418622525,2,0.067067691
FYB,EPHA1,1.418602114,2,0.099601
ITGB1,CCR3,1.41856342,2,0.027509
SIX3,NOTCH4,1.418531456,2,0.046955623
EIF2B3,TLR4,1.418529224,2,0.073554943
APOL3,TREM1,1.418511084,2,0.118422
LAMA3,FGFR3,1.418504805,2,0.022247
INPPL1,CSF2RA,1.418496958,2,0.177858
MST1R,IL1R1,1.418474941,2,0.037494
FES,C1QR1,1.418409952,2,0.020497
STYXL1,BMPR1A,1.418407245,2,0.140002
A2M,IFNAR2,1.418377991,2,0.041292
SMO,ROR2,1.418360413,2,0.024543
NME3,TNFRSF7,1.418324225,2,0.009352
IRAK1,EPHB6,1.41830927,2,0.050261937
LILRB2,IL1RAP,1.418295783,2,0.064446
SPG7,DGCR2,1.418278073,2,0.06211376
GP1BA,CCR3,1.418227804,2,0.057305
CXCL9,ITGAL,1.418220717,2,0.115711717
FST,PDGFRA,1.418205152,2,0.064883
SQSTM1,INSR,1.418189838,2,0.202627838
CACNG4,IL11RA,1.418155486,2,0.011904
COL3A1,HTR3A,1.418131717,2,0.011068
LTK,KIT,1.4180601,2,0.0370199
NPR2,ROR2,1.417967736,2,0.013736
GRN,ITGB2,1.417950719,2,0.02122
PDGFRA,EPHA7,1.417944211,2,0.047638289
DAPP1,IGF1R,1.417893615,2,0.043104
CHIT1,SELE,1.417883141,2,0.111802
SERPINF1,CELSR1,1.417873554,2,0.12830328
PARD3,NTRK3,1.417868142,2,0.170476358
PTPRT,PDGFRA,1.417859233,2,0.0912641
HYAL2,NPR1,1.417823059,2,0.015292
TRIB1,ACVR1B,1.41777799,2,0.226395
COL6A1,IL4R,1.417757968,2,0.13148
PTGS2,IL7R,1.417747388,2,0.073205888
TUFM,ATRN,1.417733472,2,0.019124
SDC4,LRP8,1.417724933,2,0.191177
ALCAM,PTK7,1.417702077,2,0.0000771
ACTR1A,ITGB1,1.417698906,2,0.159355
PCDH11X,ITGA5,1.41763126,2,0.02295
CTNND2,CELSR1,1.417608879,2,0.004172121
CSF3,IL1R1,1.417592438,2,0.023220271
ITK,IL10RB,1.417561858,2,0.018287
CXCL10,TLR4,1.417558206,2,0.008435
CDH13,GPC1,1.41752908,2,0.19167058
IL15,TNFRSF7,1.417499122,2,0.243500545
RCV1,PLXNA1,1.417489212,2,0.06891
TFE3,TFG,1.417442616,2,0.003038116
DGCR2,LRP1,1.417339414,2,0.099433253
PTGS1,IL2RG,1.417315591,2,0.015742
TNC,PTPRK,1.41730748,2,0.069137
PTGS2,LILRB2,1.417290959,2,0.04688
CX3CL1,PLAUR,1.417240445,2,0.034539
F3,TLR3,1.417237775,2,0.149777
ITGA2B,ITGA10,1.417231349,2,0.041693318
FLT1,EPHA8,1.417230833,2,0.033767
BMPR1B,NTRK3,1.417206987,2,0.093699346
TXK,EPHB2,1.417204042,2,0.007739
ADAMTS1,PTPRF,1.417153672,2,0.012034
PIP5K1C,LRP2,1.417148203,1,0.07501713
SOS1,PDGFRA,1.417122101,2,0.01171
COL3A1,ROBO1,1.417121273,2,0.030885
CD40LG,ITGB1,1.417071816,2,0.069275
DCBLD2,NGFR,1.416941576,2,0.02751
HSPA9B,ITGB1,1.416937233,2,0.126426
CD8B1,IL4R,1.41686087,2,0.093318463
CD40LG,KLRC4,1.41684162,2,0.223725
TREM1,CLEC5A,1.416832169,2,0.027000998
IL13,CCR3,1.416827899,2,0.025055
MET,EPHA5,1.416824171,2,0.046294
PMM2,NOTCH1,1.416806642,2,0.239842642
CD59,LRP2,1.416804884,2,0.043567
H2AFV,ITGB1,1.416796744,2,0.095604
LOC286260,FOLR2,1.41666018,2,0.062703
GRIK1,CASR,1.416655561,2,0.176316394
CCL19,KLRC4,1.416643659,2,0.005741
SCARB1,C1QR1,1.416629548,2,0.037564
OR2A4,OR5P2,1.416567417,2,0.282144
CDH11,IFNAR2,1.416511709,2,0.33761
TNC,NCSTN,1.416417721,2,0.090076
LUM,CD97,1.416375922,2,0.016193
COL5A1,ITGB5,1.416337958,2,0.011262
STAT2,LEPR,1.416321534,2,0.03156
CD86,NOTCH1,1.416306095,2,0.011682
AMT,ATRN,1.416297758,2,0.159932
ARHGEF1,EPHB4,1.416272008,2,0.152245
FZD3,FZD8,1.416271661,2,0.240416506
CD3Z,TFRC,1.416237663,1,0.00959
SOCS6,ITGA2,1.416222882,2,0.006403
IDS,CD44,1.416212155,2,0.199370821
PTK7,CELSR2,1.416201014,2,0.061244
LAMC2,FGFR1,1.416177625,2,0.021026
KIF1B,EPHB2,1.416131206,2,0.063009
MARK3,EPHB2,1.416069766,2,0.023158
PREX1,CD9,1.41604037,2,0.02189
C4A,NEO1,1.416031969,2,0.007521
PTGS1,NPR1,1.415994247,2,0.069982746
LAMA3,ITGB5,1.415986614,2,0.021428
COL4A1,LDLR,1.415978577,2,0.009448
OR2A4,OR12D2,1.415970061,2,0.044497
LIMK1,CASR,1.415894993,2,0.08208
RASA1,DDR2,1.415737321,2,0.00764
ROCK2,CSF1R,1.415667527,2,0.179841194
MAP3K4,LTB4R,1.415653144,2,0.076749644
CTSH,NCSTN,1.41561846,2,0.027542
HNRPM,ITGB1,1.415594038,2,0.099845538
INHBA,MST1R,1.415581281,2,0.025097114
CYR61,ROR2,1.415558882,2,0.054163
IL8RA,KLRC2,1.415555812,2,0.032319
EPS8,FLT1,1.415548586,2,0.00945
COMP,PTPRM,1.415466211,2,0.056207
ARHGAP25,KLRK1,1.415454489,2,0.008887
PTPN13,DDR1,1.41544099,2,0.009718
FGR,TEK,1.415387433,2,0.0576129
LAMB2,NOTCH2,1.415371666,2,0.270213666
SDC1,LDLR,1.415338907,2,0.034929
IGFBP4,IL17RB,1.415273602,2,0.00735
ANPEP,TNFRSF12A,1.415258428,2,0.161801
RPLP2,NOTCH1,1.41519468,2,0.089893153
STK39,BMPR1A,1.41512667,2,0.009858
SH2B,IGF1R,1.415069963,2,0.220073463
BRAF,BMPR1B,1.4150663,2,0.051113
PARP9,NEO1,1.415017174,2,0.06422034
CD160,KLRC4,1.41500175,2,0.009414
LRIG1,FGFR2,1.414923159,2,0.121179
CD8A,IL2RG,1.414922209,2,0.081238
FGR,LTBR,1.414872807,2,0.011255
MAP3K2,EPHA5,1.41486602,2,0.060543
HSPC138,ITGAV,1.414848484,2,0.005752
FST,ITGA5,1.414832491,2,0.191934
ITGB4,AXL,1.414825804,2,0.007919
LIFR,CD44,1.41478808,2,0.105394
LRP6,CALCRL,1.414772047,2,0.010301
SPARCL1,NTRK2,1.414753879,2,0.18822
JAG1,PTPRK,1.414706969,2,0.090478
COL6A2,GABBR1,1.414664659,2,0.152957
TIMP1,PLXNB1,1.414639054,2,0.025943
ANAPC2,ERBB2,1.414589358,2,0.042908858
BMPR1A,LRP1,1.414585434,2,0.055177233
CYR61,ITGB4,1.414542475,2,0.012524
ITGB3BP,PTPRF,1.414526117,2,0.164994216
ZAP70,FAS,1.414521112,2,0.016632
VEGFC,EPHB4,1.414518872,2,0.072009
A2M,ATRN,1.414492294,2,0.090013
FGR,PTPRG,1.414462218,2,0.017778
FMOD,LRP1,1.414459003,2,0.207968
GNPDA1,PTPRN2,1.414434245,2,0.011009
NEUROD6,OR10H3,1.414420406,2,0.09309
MRPS12,NOTCH1,1.414388754,2,0.109323
LY75,CD97,1.41436312,2,0.02443
STK24,TNFRSF21,1.414343367,2,0.011446
JAG1,LIFR,1.414332839,2,0.008493
JAG1,NCSTN,1.414331725,2,0.012091
IRS2,NTRK2,1.414324576,2,0.016652
CRLF1,IL7R,1.414286938,2,0.154012
TCN2,LDLR,1.414273832,2,0.014887
PPP1R12B,GRM1,1.41422819,2,0.154321311
PTK6,DDR1,1.414112377,2,0.019093
ATP5B,ATRN,1.414100065,2,0.049208898
BTK,TNFRSF1B,1.414097415,2,0.018787
PLA2G7,IL10RB,1.414096658,2,0.102759
CCL5,ITGB2,1.414080425,2,0.067740425
COL3A1,SDC1,1.414034165,2,0.104449
COL1A1,ITGB1,1.414022377,2,0.011775
ADRA1B,HTR1E,1.413979542,2,0.149720709
TGFBI,C1QR1,1.413978173,2,0.032100493
CMKLR1,C3AR1,1.41396594,2,0.134041
MATK,BMPR1A,1.41393436,2,0.09733
ATP5B,LDLR,1.413911735,2,0.01313
CX3CL1,CNTNAP1,1.413898577,2,0.001907757
FGFR2,HTR7,1.413888273,2,0.016072
LEPR,NEO1,1.413822529,2,0.013693
DSC2,IGF1R,1.413810661,2,0.178809
GPR171,CXCR6,1.413782284,2,0.094836
FGFR2,PTPRD,1.413747778,2,0.022152
INHA,TLR1,1.413747012,2,0.042389678
THBS1,ENG,1.413727041,2,0.011192
SECTM1,IL10RB,1.413714604,2,0.018924
IL1R2,EMR3,1.413698388,2,0.175442
GNAI3,ITGB1,1.413689885,2,0.012813
SPTBN1,FGFR2,1.413639507,2,0.11921
PIK3C2B,PTPRM,1.413629425,2,0.107098
ADMR,KIR2DL2,1.413597881,2,0.089915
SHC1,GABBR1,1.413577752,2,0.011963
GRK5,FAS,1.413532247,2,0.030702
PRPF4B,TNFRSF1A,1.413442838,2,0.183469
LTB4R,LY75,1.413417652,2,0.023373848
COL14A1,PTPRA,1.413369418,2,0.067221
PTPRG,PTPRK,1.41336622,2,0.013809
CD7,KIR2DS3,1.413365709,2,0.027709042
CSTB,ITGB5,1.413338045,2,0.036821455
WNK3,TGFBR1,1.413224012,2,0.053011846
ANK1,ITGA4,1.41319597,2,0.023883
CNTN6,ITGA2,1.413193692,2,0.181225192
MMP11,NOTCH4,1.413168586,2,0.013258
CDH11,IL1R1,1.413152832,2,0.145359832
IFNGR1,IL10RB,1.413112421,2,0.029174921
ITK,ROR1,1.412985787,2,0.086794954
GRB14,PTPRF,1.412934031,2,0.010978
MGAT1,ATRN,1.412914333,2,0.211715
C4A,PDGFRB,1.412910907,2,0.058664093
CUL5,IGF1R,1.412853869,2,0.092976131
GUCY1B3,NPR2,1.412804951,2,0.104083
TFAM,LDLR,1.412803844,2,0.039776
BMPR1B,TEK,1.412788457,2,0.089176043
SPARC,SDC1,1.412743041,2,0.22358
CHRNE,CD97,1.412648758,2,0.023522
LOX,NOTCH2,1.412580178,2,0.032766
ABL2,PLXNB1,1.412580052,2,0.023894
CBL,EPHA4,1.412571929,2,0.008531
CELSR2,NEO1,1.412563476,2,0.015238
CLSTN1,FGFR1,1.412367667,2,0.09448
LILRB2,NCR3,1.412308713,2,0.049827287
RIPK2,TNFRSF7,1.41229514,2,0.062457526
ITGB2,DDR2,1.412212004,2,0.014647
FLJ00060,LDLR,1.41218615,2,0.068932
TCF12,OLR1,1.412120038,2,0.258388372
MDK,ITGB2,1.412111712,2,0.126612
AMBP,LRP6,1.412092316,2,0.072285316
PTPN6,TGFBR1,1.412077648,2,0.008367
DGCR2,BMPR1A,1.412068809,2,0.224759975
HLA-DMB,TREM1,1.412060325,2,0.057049325
ZAP70,TGFBR2,1.412025859,2,0.054073
THBD,PDGFRA,1.4119279,2,0.129591
MMP2,EMR3,1.411919656,2,0.080586
FLJ11506,CD44,1.411904157,2,0.094097
CHIA,HTR1B,1.411890288,2,0.092946
MARK3,BMPR1A,1.411852012,2,0.00939
SEMA4D,KDR,1.411843175,2,0.109483
AMHR2,RET,1.41182751,2,0.008501
XCL2,ITGB2,1.411734528,2,0.11735
BLK,NTRK1,1.411648761,2,0.093368428
SFRS2IP,GALR1,1.411636364,2,0.111103
GUCY2C,EPHA5,1.411621145,2,0.058851
ATP1A1,UNC5C,1.411611353,2,0.197278
IFNA6,IL8RA,1.411566109,2,0.183071109
IFNAR2,ITGB2,1.41156122,2,0.026324
ECGF1,ADORA2A,1.411533068,2,0.119016735
IFNGR1,CD97,1.411496373,2,0.034581
SON,EPHA3,1.411484207,2,0.138384
ERN1,NTRK3,1.411461062,2,0.048295938
DST,EPHB4,1.411450119,2,0.047733
COL15A1,LIFR,1.411436684,2,0.075218184
ADAMDEC1,ITGA1,1.41140536,2,0.033073027
CDH2,TNFRSF1A,1.411356154,2,0.113043
PLXNB1,CD44,1.411348878,2,0.114606
MPZ,NRXN1,1.411339208,2,0.011491459
TNC,NGFR,1.411318848,2,0.092096
GANAB,NOTCH4,1.411257009,2,0.234727
TNFRSF7,IL10RA,1.411170801,2,0.030882
CXCL12,IFNGR1,1.411146245,2,0.125450578
TLR8,TLR4,1.411117879,2,0.109797
C4A,CASR,1.411097289,2,0.179582289
OR10H1,OR6A2,1.411059522,2,0.057116
IL9,IL8RB,1.411023933,2,0.020656
MAP2K1,PTPRJ,1.411020719,2,0.01187
FBLN2,FGFR1,1.410951923,2,0.036895
LENG4,RYK,1.410929538,2,0.041823
PKMYT1,TGFBR1,1.410898313,2,0.006547
STYXL1,TGFBR2,1.410877218,2,0.194587
TLR2,TLR5,1.41084251,2,0.012138
IFNAR2,FPR1,1.410831867,2,0.023696
ABL1,IL10RB,1.410797729,2,0.010018
SPN,CD47,1.410753127,2,0.014368
PRNP,SELP,1.410735069,2,0.01687
KREMEN1,CELSR2,1.410678675,2,0.012888175
CYR61,EPHA4,1.410663359,2,0.047289
COL4A1,DGCR2,1.410643109,2,0.007542
LEFTY2,NTRK3,1.410627834,2,0.047166
LGALS3BP,LTBR,1.410620081,2,0.121268
SELS,PTPRG,1.410502593,2,0.082031
WEE1,PTPRG,1.410490544,2,0.010735
ZAP70,EPHA4,1.410438344,2,0.015389
ERN1,FGFR1,1.410431963,2,0.138531
EPO,IL1R1,1.410414368,2,0.151053132
ITM2C,ADRA1B,1.410392089,2,0.291767922
ZBTB17,ITGB5,1.410352381,1,0.044891
IL11,IL8RA,1.410337918,2,0.133581
BDKRB2,BDKRB1,1.410223411,2,0.02468
C2,PLAUR,1.41021324,2,0.015066
PCOLCE,ITGB5,1.410175597,2,0.011729
PROCR,ENG,1.410175412,2,0.047567
CDH2,ITGB2,1.410134463,2,0.009048
MYO10,EPHB4,1.410073312,2,0.008471
TNK2,LRP1,1.41006299,2,0.04095649
TGFB1,AXL,1.410027113,2,0.058242
COL3A1,CD47,1.410024319,2,0.073967319
DCBLD2,ITGA5,1.410000983,2,0.045018184
VWF,TLR5,1.409976982,2,0.133212684
PCDH11X,GABBR1,1.409953517,2,0.056664
PRSS12,LRP6,1.409949,2,0.256712
WNK1,NPR1,1.409926693,2,0.12226
DDR2,MERTK,1.409886214,2,0.039431214
ALCAM,ITGA5,1.40983133,2,0.01188
PTPRG,CSF1R,1.409778612,2,0.014558
FRK,INSRR,1.409745261,2,0.056596
ELP4,NRXN1,1.409725466,2,0.088578
CXCR4,CCRL1,1.409719374,2,0.240562041
SRC,INSRR,1.409696623,2,0.010278
YWHAZ,ADRA2C,1.409689953,1,0.014322
JAM3,PTPRF,1.409654226,2,0.144297226
MAP2K5,ERBB2,1.409637859,2,0.019176
PLCD1,AXL,1.409523659,2,0.012694
IFNAR1,TNFRSF14,1.409506318,2,0.125513182
COL15A1,PTPRM,1.409484441,2,0.069129
EFNB2,EMR3,1.409457236,2,0.089548
LTBP4,C1QR1,1.409451945,2,0.049448
SCGB1A1,NRXN1,1.409425694,2,0.100895
C9,IFNGR1,1.409419069,2,0.01172
PROK2,CCR4,1.409418128,2,0.009959
ITGA2,TIE1,1.409395629,2,0.153296
CDH5,PVR,1.40938492,2,0.070301
IL8RA,BLR1,1.409380483,2,0.041085816
ALK,PTPRJ,1.409280729,2,0.014044
AKT1,FLT3,1.40926645,2,0.120035
COL3A1,IL1R1,1.409242688,2,0.014852812
STX12,PTPRF,1.409143841,2,0.180133
CORO1A,PLXNB1,1.409132656,2,0.087511322
FST,NRP1,1.409056328,2,0.015883
MARCO,MRC1,1.409046398,2,0.11025
PTPRD,EPHA7,1.409037469,2,0.012531
MET,RET,1.409014319,2,0.067425014
FGR,IL7R,1.409012337,2,0.111294
TIE1,MERTK,1.408857008,2,0.018259
SOCS1,DDR1,1.408756679,2,0.188056321
PON2,CELSR2,1.408713424,2,0.102555
TCIRG1,PLAUR,1.408653632,2,0.026126
JAG2,NPR1,1.408641537,2,0.064421
TGFB1,EMR2,1.408636359,2,0.007957
JAG2,TNFRSF14,1.408591123,2,0.038282
PCTK1,FAS,1.408590414,2,0.041693
COL1A2,CSF2RA,1.408541881,2,0.100995
PDGFRB,MUSK,1.408531949,2,0.073763
COL6A1,TNFRSF1A,1.408525554,2,0.027902
RIPK2,ACVR1,1.408521172,2,0.008736
PTK6,IGF1R,1.40851206,2,0.038684
HDAC4,NOTCH2,1.408505293,2,0.043735293
DRD1,CCKAR,1.408481395,2,0.090432395
SNN,IFNAR2,1.408477829,2,0.013079
NACAP1,NCR1,1.408476191,2,0.112837
CX3CL1,MST1R,1.408424866,2,0.034498
CD4,TNFRSF14,1.408331672,2,0.107345
LOC51035,FLT1,1.408316239,2,0.138837
CD2,NOTCH1,1.408302696,2,0.032338
TAF6,PTPRZ1,1.40828801,2,0.153271157
CD69,TLR3,1.40826289,2,0.157469
SPARC,ITGA11,1.408223231,2,0.143307603
CD69,ITGB2,1.40818532,2,0.012555
MMRN1,IFNAR1,1.408180982,2,0.007553
ERBB2IP,UNC5C,1.408180048,2,0.089356882
CCL25,CCR6,1.408171117,2,0.008819
GREM1,LDLR,1.408155379,2,0.056597
C4A,SDC2,1.408124331,2,0.076003
CXCL12,NRP1,1.408119851,2,0.009703983
LILRB2,LILRA3,1.408080578,2,0.002476422
UNC5C,NRXN1,1.408018419,2,0.086906581
SLCO3A1,NRP2,1.408000183,2,0.10842
TIMP1,ACVR1B,1.407999876,2,0.203856
CDH11,ITGB1,1.407971577,2,0.005727
HLA-A,ENG,1.407969992,2,0.110841492
SCARB1,SCARF1,1.407964303,2,0.023772
ITGAV,PTPRM,1.407957458,2,0.026289
INSR,LDLR,1.407905089,2,0.013597
BLK,ACVR2B,1.407894347,2,0.11662868
CD3D,IL18R1,1.407892861,2,0.012938
PDGFRB,ERBB3,1.407781249,2,0.019326
PCDHGC3,CD36,1.407770394,2,0.013556
LTBR,LRP1,1.407745157,2,0.109835
PTK2,ACVR1,1.407744026,2,0.05267886
PCDH11X,CD63,1.407721941,2,0.013878
ITPR3,GABBR1,1.407703146,2,0.015869
CMKLR1,KLRD1,1.407698339,2,0.115244839
CTSD,ENG,1.407691358,2,0.056914191
HIVEP2,CCR2,1.407666665,2,0.006921
SDCBP,AMFR,1.407633252,2,0.033267
PRNP,LRP8,1.40761104,2,0.113112
COL3A1,PDGFRA,1.407601414,2,0.036147748
DCAMKL2,ACVR1,1.407596374,2,0.096851459
THBS2,NCSTN,1.407583042,2,0.039241
PSCD1,RYK,1.407573843,2,0.07086151
HLA-DPA1,ITGAE,1.407524435,2,0.023113
COL7A1,MRC2,1.407451861,2,0.035501361
EPHB6,NTRK2,1.407421277,2,0.147197
FGR,IL1RAP,1.40741308,2,0.118367
FES,LRP6,1.40740835,2,0.126996317
PPAP2A,LDLR,1.407398875,2,0.02948
APOA2,LRP2,1.407391882,2,0.011425549
LU,ITGB1,1.407384535,2,0.122647368
KAL1,PTPRG,1.407378731,2,0.031317
WNT7A,CELSR1,1.407314792,2,0.008657
CD24,CD44,1.407310349,2,0.140285
C1R,TLR4,1.407306939,2,0.098575061
CCL15,CCR2,1.407256918,2,0.007253
